uniform_air,1,A_None,J_JFA_GPU,T_VoxelDiscrete,6,1000,0,0,0.898602,0.455033,0,0.166667,0.193359,31.4723,0,0
uniform_air,1,A_None,J_JFA_GPU,T_SDFSmooth,6,1000,0,0,0.881163,0.339008,0,0.166667,0.193359,31.4723,0,0
uniform_air,1,A_None,J_JFA_GPU,T_Hybrid,6,1000,0,0,0.994622,0.499682,0,0.166667,0.193359,31.4723,0,0
uniform_air,1,A_None,K_BruteForce_BFS,T_VoxelDiscrete,6,1000,0,0,0.891463,0.601093,0,0.166667,0.193359,31.4723,0,0
uniform_air,1,A_None,K_BruteForce_BFS,T_SDFSmooth,6,1000,0,0,0.908992,0.372477,0,0.166667,0.193359,31.4723,0,0
uniform_air,1,A_None,K_BruteForce_BFS,T_Hybrid,6,1000,0,0,1.10292,0.744793,0,0.166667,0.193359,31.4723,0,0
uniform_air,1,B_R8_1byte,J_JFA_GPU,T_VoxelDiscrete,6,1000,12.3804,2.85433,0.707834,0.439755,512,0.166667,0.193359,31.4723,78.7501,90
uniform_air,1,B_R8_1byte,J_JFA_GPU,T_SDFSmooth,6,1000,12.6671,2.61915,1.04888,0.502203,512,0.166667,0.0488281,18.5742,78.7501,90
uniform_air,1,B_R8_1byte,J_JFA_GPU,T_Hybrid,6,1000,13.1597,3.10124,0.630865,0.476712,512,0.166667,0.193359,31.4723,78.7501,90
uniform_air,1,B_R8_1byte,K_BruteForce_BFS,T_VoxelDiscrete,6,1000,7.08391,1.98181,1.02913,0.455834,512,0.166667,0.193359,31.4723,78.7501,90
uniform_air,1,B_R8_1byte,K_BruteForce_BFS,T_SDFSmooth,6,1000,6.21275,2.00468,1.14916,0.490563,512,0.166667,0.0517578,18.7929,78.7501,90
uniform_air,1,B_R8_1byte,K_BruteForce_BFS,T_Hybrid,6,1000,6.10499,1.74373,0.619145,0.411623,512,0.166667,0.193359,31.4723,78.7501,90
uniform_air,1,C_R8_4quant,J_JFA_GPU,T_VoxelDiscrete,6,1000,11.6284,2.41483,0.717134,0.541633,512,0.166667,0.193359,31.4723,78.7501,90
uniform_air,1,C_R8_4quant,J_JFA_GPU,T_SDFSmooth,6,1000,14.0253,3.72488,1.03396,0.477747,512,0.166667,0.0488281,18.5742,78.7501,90
uniform_air,1,C_R8_4quant,J_JFA_GPU,T_Hybrid,6,1000,11.5639,1.84702,0.626246,0.44206,512,0.166667,0.193359,31.4723,78.7501,90
uniform_air,1,C_R8_4quant,K_BruteForce_BFS,T_VoxelDiscrete,6,1000,6.97363,3.86612,0.714495,0.531713,512,0.166667,0.193359,31.4723,78.7501,90
uniform_air,1,C_R8_4quant,K_BruteForce_BFS,T_SDFSmooth,6,1000,5.65483,0.830029,1.18083,0.32088,512,0.166667,0.0517578,18.7929,78.7501,90
uniform_air,1,C_R8_4quant,K_BruteForce_BFS,T_Hybrid,6,1000,7.19787,3.23683,0.636114,0.525436,512,0.166667,0.193359,31.4723,78.7501,90
uniform_air,1,D_RLE_NoneSparse,J_JFA_GPU,T_VoxelDiscrete,6,1000,15.508,4.77448,0.720415,0.483622,153,0.166667,0.193359,31.4723,78.7501,90
